session_num,file_key,team_id,session_id,participant_id,condition,run_order,timestamp,message_content,route_mode,route_confidence,route_source,route_override_used,override_mode,route_archetype,route_rationale,is_slash_command,has_research_job
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-02,AI_ON,BA,2026-03-19T09:47:33.589Z,i dont like nature hikes,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:47:37.292Z,oh okay,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:47:46.335Z,we can do something else,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:48:04.728Z,what do you want to do,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-02,AI_ON,BA,2026-03-19T09:48:11.584Z,err,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-02,AI_ON,BA,2026-03-19T09:48:17.651Z,food,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-02,AI_ON,BA,2026-03-19T09:48:21.981Z,food sounds good,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:48:26.433Z,wow that's literally the other thing i put,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-02,AI_ON,BA,2026-03-19T09:48:30.936Z,truee,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:48:30.955Z,i said we like food and nature,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:48:40.286Z,@grok,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-02,AI_ON,BA,2026-03-19T09:48:43.024Z,i mean theres nothing else to do around asia,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-02,AI_ON,BA,2026-03-19T09:48:58.360Z,perhaps thrifting,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:48:58.445Z,@agent where should we go for good food in KL,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:49:22.423Z,what do you think,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-02,AI_ON,BA,2026-03-19T09:49:45.387Z,i like hokkien mee,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:49:57.119Z,that sounds yummy,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:49:57.119Z,yeah sure,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-02,AI_ON,BA,2026-03-19T09:49:57.253Z,airbnb?,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:50:16.784Z,um,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:50:22.035Z,when should we leave,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:50:22.035Z,like 10am ?,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-02,AI_ON,BA,2026-03-19T09:50:32.887Z,dpeends on the bus timing,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-02,AI_ON,BA,2026-03-19T09:50:32.887Z,or how about the train,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:50:39.797Z,not sure,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:50:39.797Z,@agent,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-02,AI_ON,BA,2026-03-19T09:51:58.918Z,@agent can you pull up reputable bus operator suggestions for us to use to get to KL,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:53:33.926Z,shall we go with the train?,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-02,AI_ON,BA,2026-03-19T09:53:36.357Z,yes,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:53:40.964Z,i like trains,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-02,AI_ON,BA,2026-03-19T09:53:41.167Z,yess,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-02,AI_ON,BA,2026-03-19T09:54:02.006Z,@agent what time does the train leave,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-02,AI_ON,BA,2026-03-19T09:54:57.628Z,@agent what time does the train leave,ask,1,server-classifier,False,auto,pragmatic-advisor,Direct @agent mention should route to conversational assistant mode.,False,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:54:58.916Z,@agent what time does the train leave,ask,1,server-classifier,False,auto,pragmatic-advisor,Direct @agent mention should route to conversational assistant mode.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-01,AI_LIGHT,,2026-03-19T10:03:35.866Z,lets do a podcast guys,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-01,AI_LIGHT,,2026-03-19T10:03:35.866Z,any ideas,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-02,AI_LIGHT,,2026-03-19T10:03:42.842Z,um,ask,0.2,server-classifier,False,auto,pragmatic-advisor,Single-word non-explicit input stays in ask mode.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-02,AI_LIGHT,,2026-03-19T10:03:49.771Z,idk bro,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-02,AI_LIGHT,,2026-03-19T10:03:49.771Z,maybe we just talk about stocks,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-01,AI_LIGHT,,2026-03-19T10:04:01.121Z,TRUEEEEE,ask,0.2,server-classifier,False,auto,pragmatic-advisor,Single-word non-explicit input stays in ask mode.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-02,AI_LIGHT,,2026-03-19T10:04:21.502Z,i think we call it like,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-02,AI_LIGHT,,2026-03-19T10:04:21.502Z,bets and buckets,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-01,AI_LIGHT,,2026-03-19T10:04:30.945Z,LOL,ask,0.2,server-classifier,False,auto,pragmatic-advisor,Single-word non-explicit input stays in ask mode.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-02,AI_LIGHT,,2026-03-19T10:04:35.780Z,@agent is that funny,ask,1,server-classifier,False,auto,pragmatic-advisor,Direct @agent mention should route to conversational assistant mode.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-01,AI_LIGHT,,2026-03-19T10:04:58.267Z,@agent how would you structure that podcast,ask,1,server-classifier,False,auto,pragmatic-advisor,Direct @agent mention should route to conversational assistant mode.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-02,AI_LIGHT,,2026-03-19T10:05:37.283Z,that's kinda cheesy,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-02,AI_LIGHT,,2026-03-19T10:05:41.685Z,we should talk about the kd files,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-01,AI_LIGHT,,2026-03-19T10:05:54.486Z,@agent what do you know about the kd files,ask,1,server-classifier,False,auto,pragmatic-advisor,Direct @agent mention should route to conversational assistant mode.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-02,AI_LIGHT,,2026-03-19T10:06:25.473Z,okay what technical stuff do we need to know about making a podcast @agent,ask,1,server-classifier,False,auto,pragmatic-advisor,Direct @agent mention should route to conversational assistant mode.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-02,AI_LIGHT,,2026-03-19T10:06:36.176Z,do you have a mic,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-02,AI_LIGHT,,2026-03-19T10:06:53.465Z,"@agent give us the low budget or free options, we're just students",ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-01,AI_LIGHT,,2026-03-19T10:06:57.574Z,i only have my gaming headphone mic,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-01,AI_LIGHT,,2026-03-19T10:07:06.603Z,but its ok i think,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-02,AI_LIGHT,,2026-03-19T10:07:19.857Z,ok we can just use our own headphone mics ig,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-02,AI_LIGHT,,2026-03-19T10:07:46.126Z,"@agent make us a timeline of when we need to record, edit and publish each week",ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-02,AI_LIGHT,,2026-03-19T10:09:36.819Z,@sam what do you think,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-01,AI_LIGHT,,2026-03-19T10:10:19.555Z,i think this sounds good,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-02,AI_LIGHT,,2026-03-19T10:10:21.947Z,should we come up with a script for htis,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-01,AI_LIGHT,,2026-03-19T10:10:25.708Z,what should our first topic be,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-02,AI_LIGHT,,2026-03-19T10:10:28.526Z,kd files,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-01,AI_LIGHT,,2026-03-19T10:10:33.181Z,@agent what do you think,ask,1,server-classifier,False,auto,pragmatic-advisor,Direct @agent mention should route to conversational assistant mode.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-01,AI_LIGHT,,2026-03-19T10:11:28.895Z,"im referring to the kevin durant files, a currently trending topic in the basketball scene @agent",ask,1,server-classifier,False,auto,pragmatic-advisor,Direct @agent mention should route to conversational assistant mode.,False,False
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-02,AI_LIGHT,,2026-03-19T10:14:16.824Z,@agent summarise our podcast plan,ask,1,manual-override,True,ask,pragmatic-advisor,Manual override selected by user.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:25:09.611Z,@agent write jokes,ask,1,server-classifier,False,auto,pragmatic-advisor,Direct @agent mention should route to conversational assistant mode.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:25:32.749Z,hi team,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:25:32.749Z,hi teamwhere is everythone,ask,0.5,server-classifier,False,auto,pragmatic-advisor,No strong research signal detected; defaulting to assistant mode.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:25:32.749Z,asd,ask,0.2,server-classifier,False,auto,pragmatic-advisor,Single-word non-explicit input stays in ask mode.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:25:32.838Z,asdd,ask,0.2,server-classifier,False,auto,pragmatic-advisor,Single-word non-explicit input stays in ask mode.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:25:32.963Z,asddasd,ask,0.2,server-classifier,False,auto,pragmatic-advisor,Single-word non-explicit input stays in ask mode.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:25:32.963Z,asddasdsad,ask,0.2,server-classifier,False,auto,pragmatic-advisor,Single-word non-explicit input stays in ask mode.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:25:36.805Z,d,ask,0.2,server-classifier,False,auto,pragmatic-advisor,Single-word non-explicit input stays in ask mode.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:25:36.805Z,d,ask,0.2,server-classifier,False,auto,pragmatic-advisor,Single-word non-explicit input stays in ask mode.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:25:36.805Z,dsd,ask,0.2,server-classifier,False,auto,pragmatic-advisor,Single-word non-explicit input stays in ask mode.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:25:36.805Z,d,ask,0.2,server-classifier,False,auto,pragmatic-advisor,Single-word non-explicit input stays in ask mode.,False,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:25:36.805Z,dsd,ask,0.2,server-classifier,False,auto,pragmatic-advisor,Single-word non-explicit input stays in ask mode.,False,False
